temperature[F],precipitation[cm/hour],wind[km/hour],j,d_j
13.2,54.88,4.25,6,100
13.2,54.88,4.25,7,70
13.2,54.88,4.25,8,126
13.2,54.88,4.25,9,135
13.2,54.88,4.25,10,91
61.6,21.0,4.33,1,174
61.6,21.0,4.33,2,150
61.6,21.0,4.33,3,133
61.6,21.0,4.33,4,130
61.6,21.0,4.33,5,186
61.6,21.0,4.33,6,172
61.6,21.0,4.33,7,113
61.6,21.0,4.33,8,212
61.6,21.0,4.33,9,221
61.6,21.0,4.33,10,146
33.9,14.88,1.15,1,185
33.9,14.88,1.15,2,148
33.9,14.88,1.15,3,130
33.9,14.88,1.15,4,138
33.9,14.88,1.15,5,192
33.9,14.88,1.15,6,178
33.9,14.88,1.15,7,117
33.9,14.88,1.15,8,209
33.9,14.88,1.15,9,228
33.9,14.88,1.15,10,152
66.4,26.33,1.65,1,201
66.4,26.33,1.65,2,173
66.4,26.33,1.65,3,146
66.4,26.33,1.65,4,152
66.4,26.33,1.65,5,207
66.4,26.33,1.65,6,191
66.4,26.33,1.65,7,129
66.4,26.33,1.65,8,240
66.4,26.33,1.65,9,249
66.4,26.33,1.65,10,162
56.8,59.17,4.12,1,142
56.8,59.17,4.12,2,120
56.8,59.17,4.12,3,103
56.8,59.17,4.12,4,107
56.8,59.17,4.12,5,146
56.8,59.17,4.12,6,132
56.8,59.17,4.12,7,96
56.8,59.17,4.12,8,167
56.8,59.17,4.12,9,169
56.8,59.17,4.12,10,116
43.9,39.51,2.13,1,157
43.9,39.51,2.13,2,133
43.9,39.51,2.13,3,119
43.9,39.51,2.13,4,115
43.9,39.51,2.13,5,161
43.9,39.51,2.13,6,151
43.9,39.51,2.13,7,108
43.9,39.51,2.13,8,184
43.9,39.51,2.13,9,204
43.9,39.51,2.13,10,127
25.0,32.63,1.83,1,153
25.0,32.63,1.83,2,122
25.0,32.63,1.83,3,110
25.0,32.63,1.83,4,111
25.0,32.63,1.83,5,154
25.0,32.63,1.83,6,148
25.0,32.63,1.83,7,95
25.0,32.63,1.83,8,171
25.0,32.63,1.83,9,182
25.0,32.63,1.83,10,120
33.8,46.1,3.61,1,130
33.8,46.1,3.61,2,114
33.8,46.1,3.61,3,98
33.8,46.1,3.61,4,96
33.8,46.1,3.61,5,140
33.8,46.1,3.61,6,134
33.8,46.1,3.61,7,88
33.8,46.1,3.61,8,159
33.8,46.1,3.61,9,169
33.8,46.1,3.61,10,108
92.4,18.67,3.41,1,222
92.4,18.67,3.41,2,183
92.4,18.67,3.41,3,156
92.4,18.67,3.41,4,167
92.4,18.67,3.41,5,233
92.4,18.67,3.41,6,221
92.4,18.67,3.41,7,149
92.4,18.67,3.41,8,264
92.4,18.67,3.41,9,275
92.4,18.67,3.41,10,184
48.2,32.2,1.8,1,174
48.2,32.2,1.8,2,146
48.2,32.2,1.8,3,128
48.2,32.2,1.8,4,124
48.2,32.2,1.8,5,177
48.2,32.2,1.8,6,169
48.2,32.2,1.8,7,116
48.2,32.2,1.8,8,201
48.2,32.2,1.8,9,219
48.2,32.2,1.8,10,140
63.9,34.31,0.12,1,206
63.9,34.31,0.12,2,169
63.9,34.31,0.12,3,144
63.9,34.31,0.12,4,147
63.9,34.31,0.12,5,213
63.9,34.31,0.12,6,191
63.9,34.31,0.12,7,127
63.9,34.31,0.12,8,233
63.9,34.31,0.12,9,254
63.9,34.31,0.12,10,169
10.4,51.8,0.17,1,129
10.4,51.8,0.17,2,110
10.4,51.8,0.17,3,88
10.4,51.8,0.17,4,88
10.4,51.8,0.17,5,134
10.4,51.8,0.17,6,120
10.4,51.8,0.17,7,77
10.4,51.8,0.17,8,148
10.4,51.8,0.17,9,154
10.4,51.8,0.17,10,107
18.2,41.29,0.27,1,146
18.2,41.29,0.27,2,115
18.2,41.29,0.27,3,106
18.2,41.29,0.27,4,101
18.2,41.29,0.27,5,144
18.2,41.29,0.27,6,143
18.2,41.29,0.27,7,93
18.2,41.29,0.27,8,171
18.2,41.29,0.27,9,180
18.2,41.29,0.27,10,122
39.3,16.75,2.13,1,176
39.3,16.75,2.13,2,146
39.3,16.75,2.13,3,130
39.3,16.75,2.13,4,136
39.3,16.75,2.13,5,180
39.3,16.75,2.13,6,173
39.3,16.75,2.13,7,117
39.3,16.75,2.13,8,209
39.3,16.75,2.13,9,225
39.3,16.75,2.13,10,143
94.1,19.83,2.51,1,236
94.1,19.83,2.51,2,201
94.1,19.83,2.51,3,163
94.1,19.83,2.51,4,176
94.1,19.83,2.51,5,247
94.1,19.83,2.51,6,226
94.1,19.83,2.51,7,155
94.1,19.83,2.51,8,273
94.1,19.83,2.51,9,290
94.1,19.83,2.51,10,191
34.2,6.59,0.61,1,188
34.2,6.59,0.61,2,160
34.2,6.59,0.61,3,137
34.2,6.59,0.61,4,148
34.2,6.59,0.61,5,203
34.2,6.59,0.61,6,186
34.2,6.59,0.61,7,131
34.2,6.59,0.61,8,222
34.2,6.59,0.61,9,246
34.2,6.59,0.61,10,157
69.0,22.19,1.24,1,210
69.0,22.19,1.24,2,176
69.0,22.19,1.24,3,150
69.0,22.19,1.24,4,164
69.0,22.19,1.24,5,219
69.0,22.19,1.24,6,212
69.0,22.19,1.24,7,143
69.0,22.19,1.24,8,246
69.0,22.19,1.24,9,267
69.0,22.19,1.24,10,172
47.8,11.2,1.45,1,195
47.8,11.2,1.45,2,172
47.8,11.2,1.45,3,143
47.8,11.2,1.45,4,145
47.8,11.2,1.45,5,210
47.8,11.2,1.45,6,194
47.8,11.2,1.45,7,125
47.8,11.2,1.45,8,234
47.8,11.2,1.45,9,245
47.8,11.2,1.45,10,167
39.7,30.43,4.82,1,146
39.7,30.43,4.82,2,119
39.7,30.43,4.82,3,103
39.7,30.43,4.82,4,105
39.7,30.43,4.82,5,146
39.7,30.43,4.82,6,139
39.7,30.43,4.82,7,97
39.7,30.43,4.82,8,175
39.7,30.43,4.82,9,181
39.7,30.43,4.82,10,123
86.0,22.38,1.49,1,230
86.0,22.38,1.49,2,193
86.0,22.38,1.49,3,167
86.0,22.38,1.49,4,168
86.0,22.38,1.49,5,235
86.0,22.38,1.49,6,226
86.0,22.38,1.49,7,152
86.0,22.38,1.49,8,268
86.0,22.38,1.49,9,286
86.0,22.38,1.49,10,195
19.7,50.69,0.85,1,133
19.7,50.69,0.85,2,114
19.7,50.69,0.85,3,98
19.7,50.69,0.85,4,97
19.7,50.69,0.85,5,140
19.7,50.69,0.85,6,130
19.7,50.69,0.85,7,91
19.7,50.69,0.85,8,152
19.7,50.69,0.85,9,163
19.7,50.69,0.85,10,107
83.4,8.43,2.78,1,237
83.4,8.43,2.78,2,193
83.4,8.43,2.78,3,163
83.4,8.43,2.78,4,176
83.4,8.43,2.78,5,243
83.4,8.43,2.78,6,222
83.4,8.43,2.78,7,147
83.4,8.43,2.78,8,277
83.4,8.43,2.78,9,295
83.4,8.43,2.78,10,186
25.6,25.04,4.66,1,136
25.6,25.04,4.66,2,113
25.6,25.04,4.66,3,98
25.6,25.04,4.66,4,104
25.6,25.04,4.66,5,138
25.6,25.04,4.66,6,129
25.6,25.04,4.66,7,85
25.6,25.04,4.66,8,162
25.6,25.04,4.66,9,174
25.6,25.04,4.66,10,111
62.9,37.72,4.49,1,161
62.9,37.72,4.49,2,134
62.9,37.72,4.49,3,120
62.9,37.72,4.49,4,125
62.9,37.72,4.49,5,171
62.9,37.72,4.49,6,153
62.9,37.72,4.49,7,110
62.9,37.72,4.49,8,186
62.9,37.72,4.49,9,204
62.9,37.72,4.49,10,134
43.5,2.32,1.54,1,199
43.5,2.32,1.54,2,168
43.5,2.32,1.54,3,147
43.5,2.32,1.54,4,145
43.5,2.32,1.54,5,208
43.5,2.32,1.54,6,196
43.5,2.32,1.54,7,128
43.5,2.32,1.54,8,237
43.5,2.32,1.54,9,256
43.5,2.32,1.54,10,169
70.2,12.13,4.1,1,201
70.2,12.13,4.1,2,169
70.2,12.13,4.1,3,142
70.2,12.13,4.1,4,148
70.2,12.13,4.1,5,204
70.2,12.13,4.1,6,190
70.2,12.13,4.1,7,130
70.2,12.13,4.1,8,233
70.2,12.13,4.1,9,245
70.2,12.13,4.1,10,163
90.4,1.39,3.55,1,245
90.4,1.39,3.55,2,199
90.4,1.39,3.55,3,178
90.4,1.39,3.55,4,183
90.4,1.39,3.55,5,254
90.4,1.39,3.55,6,237
90.4,1.39,3.55,7,156
90.4,1.39,3.55,8,279
90.4,1.39,3.55,9,296
90.4,1.39,3.55,10,201
50.7,16.2,4.32,1,173
50.7,16.2,4.32,2,144
50.7,16.2,4.32,3,129
50.7,16.2,4.32,4,127
50.7,16.2,4.32,5,176
50.7,16.2,4.32,6,169
50.7,16.2,4.32,7,108
50.7,16.2,4.32,8,204
50.7,16.2,4.32,9,217
50.7,16.2,4.32,10,143
16.2,43.36,1.05,1,133
16.2,43.36,1.05,2,110
16.2,43.36,1.05,3,98
16.2,43.36,1.05,4,100
16.2,43.36,1.05,5,141
16.2,43.36,1.05,6,127
16.2,43.36,1.05,7,86
16.2,43.36,1.05,8,153
16.2,43.36,1.05,9,170
16.2,43.36,1.05,10,109
38.9,51.9,1.21,1,151
38.9,51.9,1.21,2,126
38.9,51.9,1.21,3,111
38.9,51.9,1.21,4,112
38.9,51.9,1.21,5,151
38.9,51.9,1.21,6,149
38.9,51.9,1.21,7,101
38.9,51.9,1.21,8,174
38.9,51.9,1.21,9,189
38.9,51.9,1.21,10,122
31.3,56.88,0.7,1,144
31.3,56.88,0.7,2,113
31.3,56.88,0.7,3,95
31.3,56.88,0.7,4,105
31.3,56.88,0.7,5,140
31.3,56.88,0.7,6,137
31.3,56.88,0.7,7,93
31.3,56.88,0.7,8,158
31.3,56.88,0.7,9,174
31.3,56.88,0.7,10,114
70.4,29.11,3.08,1,190
70.4,29.11,3.08,2,159
70.4,29.11,3.08,3,136
70.4,29.11,3.08,4,144
70.4,29.11,3.08,5,199
70.4,29.11,3.08,6,185
70.4,29.11,3.08,7,130
70.4,29.11,3.08,8,222
70.4,29.11,3.08,9,238
70.4,29.11,3.08,10,160
45.3,2.46,2.31,1,200
45.3,2.46,2.31,2,168
45.3,2.46,2.31,3,146
45.3,2.46,2.31,4,147
45.3,2.46,2.31,5,202
45.3,2.46,2.31,6,190
45.3,2.46,2.31,7,129
45.3,2.46,2.31,8,236
45.3,2.46,2.31,9,242
45.3,2.46,2.31,10,159
97.0,7.05,4.2,1,237
97.0,7.05,4.2,2,200
97.0,7.05,4.2,3,167
97.0,7.05,4.2,4,173
97.0,7.05,4.2,5,245
97.0,7.05,4.2,6,229
97.0,7.05,4.2,7,158
97.0,7.05,4.2,8,271
97.0,7.05,4.2,9,290
97.0,7.05,4.2,10,194
86.5,9.22,2.41,1,242
86.5,9.22,2.41,2,198
86.5,9.22,2.41,3,174
86.5,9.22,2.41,4,183
86.5,9.22,2.41,5,249
86.5,9.22,2.41,6,227
86.5,9.22,2.41,7,158
86.5,9.22,2.41,8,278
86.5,9.22,2.41,9,303
86.5,9.22,2.41,10,201
67.0,43.14,3.92,1,161
67.0,43.14,3.92,2,135
67.0,43.14,3.92,3,123
67.0,43.14,3.92,4,118
67.0,43.14,3.92,5,176
67.0,43.14,3.92,6,157
67.0,43.14,3.92,7,105
67.0,43.14,3.92,8,192
67.0,43.14,3.92,9,212
67.0,43.14,3.92,10,138
41.1,52.14,1.86,1,144
41.1,52.14,1.86,2,127
41.1,52.14,1.86,3,107
41.1,52.14,1.86,4,111
41.1,52.14,1.86,5,155
41.1,52.14,1.86,6,144
41.1,52.14,1.86,7,95
41.1,52.14,1.86,8,176
41.1,52.14,1.86,9,185
41.1,52.14,1.86,10,118
96.2,26.43,3.0,1,220
96.2,26.43,3.0,2,189
96.2,26.43,3.0,3,160
96.2,26.43,3.0,4,168
96.2,26.43,3.0,5,231
96.2,26.43,3.0,6,214
96.2,26.43,3.0,7,148
96.2,26.43,3.0,8,258
96.2,26.43,3.0,9,277
96.2,26.43,3.0,10,181
84.4,48.8,3.9,1,175
84.4,48.8,3.9,2,144
84.4,48.8,3.9,3,125
84.4,48.8,3.9,4,128
84.4,48.8,3.9,5,177
84.4,48.8,3.9,6,171
84.4,48.8,3.9,7,111
84.4,48.8,3.9,8,201
84.4,48.8,3.9,9,217
84.4,48.8,3.9,10,139
97.6,58.43,2.19,1,184
97.6,58.43,2.19,2,161
97.6,58.43,2.19,3,137
97.6,58.43,2.19,4,140
97.6,58.43,2.19,5,198
97.6,58.43,2.19,6,187
97.6,58.43,2.19,7,125
97.6,58.43,2.19,8,224
97.6,58.43,2.19,9,241
97.6,58.43,2.19,10,159
89.3,47.39,0.22,1,211
89.3,47.39,0.22,2,180
89.3,47.39,0.22,3,151
89.3,47.39,0.22,4,161
89.3,47.39,0.22,5,219
89.3,47.39,0.22,6,202
89.3,47.39,0.22,7,144
89.3,47.39,0.22,8,248
89.3,47.39,0.22,9,264
89.3,47.39,0.22,10,179
94.1,4.66,1.78,1,259
94.1,4.66,1.78,2,223
94.1,4.66,1.78,3,188
94.1,4.66,1.78,4,199
94.1,4.66,1.78,5,272
94.1,4.66,1.78,6,252
94.1,4.66,1.78,7,171
94.1,4.66,1.78,8,302
94.1,4.66,1.78,9,328
94.1,4.66,1.78,10,212
66.0,25.03,0.17,1,211
66.0,25.03,0.17,2,176
66.0,25.03,0.17,3,152
66.0,25.03,0.17,4,159
66.0,25.03,0.17,5,219
66.0,25.03,0.17,6,209
66.0,25.03,0.17,7,138
66.0,25.03,0.17,8,248
66.0,25.03,0.17,9,273
66.0,25.03,0.17,10,179
79.3,56.65,1.2,1,181
79.3,56.65,1.2,2,155
79.3,56.65,1.2,3,126
79.3,56.65,1.2,4,131
79.3,56.65,1.2,5,193
79.3,56.65,1.2,6,173
79.3,56.65,1.2,7,123
79.3,56.65,1.2,8,210
79.3,56.65,1.2,9,225
79.3,56.65,1.2,10,147
52.8,53.01,4.11,1,140
52.8,53.01,4.11,2,119
52.8,53.01,4.11,3,103
52.8,53.01,4.11,4,104
52.8,53.01,4.11,5,146
52.8,53.01,4.11,6,133
52.8,53.01,4.11,7,95
52.8,53.01,4.11,8,163
52.8,53.01,4.11,9,175
52.8,53.01,4.11,10,114
74.3,41.24,4.75,1,166
74.3,41.24,4.75,2,137
74.3,41.24,4.75,3,122
74.3,41.24,4.75,4,126
74.3,41.24,4.75,5,172
74.3,41.24,4.75,6,165
74.3,41.24,4.75,7,106
74.3,41.24,4.75,8,195
74.3,41.24,4.75,9,213
74.3,41.24,4.75,10,135
90.5,14.99,4.86,1,210
90.5,14.99,4.86,2,178
90.5,14.99,4.86,3,148
90.5,14.99,4.86,4,158
90.5,14.99,4.86,5,217
90.5,14.99,4.86,6,201
90.5,14.99,4.86,7,139
90.5,14.99,4.86,8,245
90.5,14.99,4.86,9,264
90.5,14.99,4.86,10,177
40.5,33.48,1.89,1,162
40.5,33.48,1.89,2,134
40.5,33.48,1.89,3,118
40.5,33.48,1.89,4,121
40.5,33.48,1.89,5,167
40.5,33.48,1.89,6,159
40.5,33.48,1.89,7,109
40.5,33.48,1.89,8,197
40.5,33.48,1.89,9,204
40.5,33.48,1.89,10,135
99.8,20.41,0.03,1,263
99.8,20.41,0.03,2,226
99.8,20.41,0.03,3,194
99.8,20.41,0.03,4,193
99.8,20.41,0.03,5,280
99.8,20.41,0.03,6,262
99.8,20.41,0.03,7,178
99.8,20.41,0.03,8,315
99.8,20.41,0.03,9,333
99.8,20.41,0.03,10,214
13.2,51.47,0.36,1,126
13.2,51.47,0.36,2,103
13.2,51.47,0.36,3,88
13.2,51.47,0.36,4,98
13.2,51.47,0.36,5,130
13.2,51.47,0.36,6,124
13.2,51.47,0.36,7,86
13.2,51.47,0.36,8,155
13.2,51.47,0.36,9,155
13.2,51.47,0.36,10,100
32.9,0.98,2.48,1,178
32.9,0.98,2.48,2,151
32.9,0.98,2.48,3,128
32.9,0.98,2.48,4,136
32.9,0.98,2.48,5,185
32.9,0.98,2.48,6,179
32.9,0.98,2.48,7,124
32.9,0.98,2.48,8,214
32.9,0.98,2.48,9,228
32.9,0.98,2.48,10,153
24.5,57.38,3.76,1,118
24.5,57.38,3.76,2,97
24.5,57.38,3.76,3,80
24.5,57.38,3.76,4,91
24.5,57.38,3.76,5,120
24.5,57.38,3.76,6,110
24.5,57.38,3.76,7,72
24.5,57.38,3.76,8,138
24.5,57.38,3.76,9,142
24.5,57.38,3.76,10,99
92.0,56.69,1.17,1,196
92.0,56.69,1.17,2,163
92.0,56.69,1.17,3,135
92.0,56.69,1.17,4,140
92.0,56.69,1.17,5,199
92.0,56.69,1.17,6,189
92.0,56.69,1.17,7,123
92.0,56.69,1.17,8,233
92.0,56.69,1.17,9,239
92.0,56.69,1.17,10,155
26.0,35.83,3.24,1,139
26.0,35.83,3.24,2,117
26.0,35.83,3.24,3,103
26.0,35.83,3.24,4,106
26.0,35.83,3.24,5,140
26.0,35.83,3.24,6,136
26.0,35.83,3.24,7,94
26.0,35.83,3.24,8,161
26.0,35.83,3.24,9,174
26.0,35.83,3.24,10,117
60.4,32.87,0.14,1,198
60.4,32.87,0.14,2,171
60.4,32.87,0.14,3,144
60.4,32.87,0.14,4,146
60.4,32.87,0.14,5,211
60.4,32.87,0.14,6,198
60.4,32.87,0.14,7,126
60.4,32.87,0.14,8,232
60.4,32.87,0.14,9,255
60.4,32.87,0.14,10,162
47.8,46.16,0.92,1,163
47.8,46.16,0.92,2,137
47.8,46.16,0.92,3,118
47.8,46.16,0.92,4,124
47.8,46.16,0.92,5,173
47.8,46.16,0.92,6,165
47.8,46.16,0.92,7,107
47.8,46.16,0.92,8,198
47.8,46.16,0.92,9,208
47.8,46.16,0.92,10,139
65.9,55.65,4.51,1,152
65.9,55.65,4.51,2,120
65.9,55.65,4.51,3,103
65.9,55.65,4.51,4,106
65.9,55.65,4.51,5,153
65.9,55.65,4.51,6,146
65.9,55.65,4.51,7,95
65.9,55.65,4.51,8,169
65.9,55.65,4.51,9,183
65.9,55.65,4.51,10,122
48.1,8.04,3.47,1,184
48.1,8.04,3.47,2,150
48.1,8.04,3.47,3,133
48.1,8.04,3.47,4,136
48.1,8.04,3.47,5,192
48.1,8.04,3.47,6,179
48.1,8.04,3.47,7,125
48.1,8.04,3.47,8,222
48.1,8.04,3.47,9,233
48.1,8.04,3.47,10,156
23.2,47.56,0.6,1,142
23.2,47.56,0.6,2,113
23.2,47.56,0.6,3,99
23.2,47.56,0.6,4,103
23.2,47.56,0.6,5,150
23.2,47.56,0.6,6,136
23.2,47.56,0.6,7,94
23.2,47.56,0.6,8,168
23.2,47.56,0.6,9,179
23.2,47.56,0.6,10,116
48.2,32.17,3.89,1,153
48.2,32.17,3.89,2,130
48.2,32.17,3.89,3,115
48.2,32.17,3.89,4,122
48.2,32.17,3.89,5,161
48.2,32.17,3.89,6,157
48.2,32.17,3.89,7,101
48.2,32.17,3.89,8,188
48.2,32.17,3.89,9,193
48.2,32.17,3.89,10,128
45.5,48.98,0.4,1,161
45.5,48.98,0.4,2,133
45.5,48.98,0.4,3,121
45.5,48.98,0.4,4,123
45.5,48.98,0.4,5,168
45.5,48.98,0.4,6,157
45.5,48.98,0.4,7,111
45.5,48.98,0.4,8,197
45.5,48.98,0.4,9,201
45.5,48.98,0.4,10,134
84.7,49.53,4.34,1,169
84.7,49.53,4.34,2,143
84.7,49.53,4.34,3,119
84.7,49.53,4.34,4,131
84.7,49.53,4.34,5,179
84.7,49.53,4.34,6,170
84.7,49.53,4.34,7,108
84.7,49.53,4.34,8,200
84.7,49.53,4.34,9,214
84.7,49.53,4.34,10,145
90.1,26.69,2.83,1,215
90.1,26.69,2.83,2,183
90.1,26.69,2.83,3,155
90.1,26.69,2.83,4,163
90.1,26.69,2.83,5,220
90.1,26.69,2.83,6,207
90.1,26.69,2.83,7,141
90.1,26.69,2.83,8,257
90.1,26.69,2.83,9,274
90.1,26.69,2.83,10,183
23.0,34.56,4.92,1,130
23.0,34.56,4.92,2,108
23.0,34.56,4.92,3,86
23.0,34.56,4.92,4,88
23.0,34.56,4.92,5,129
23.0,34.56,4.92,6,119
23.0,34.56,4.92,7,82
23.0,34.56,4.92,8,142
23.0,34.56,4.92,9,152
23.0,34.56,4.92,10,99
14.6,57.44,3.4,1,112
14.6,57.44,3.4,2,86
14.6,57.44,3.4,3,82
14.6,57.44,3.4,4,86
14.6,57.44,3.4,5,116
14.6,57.44,3.4,6,108
14.6,57.44,3.4,7,67
14.6,57.44,3.4,8,128
14.6,57.44,3.4,9,133
14.6,57.44,3.4,10,94
91.5,51.72,2.09,1,195
91.5,51.72,2.09,2,164
91.5,51.72,2.09,3,138
91.5,51.72,2.09,4,146
91.5,51.72,2.09,5,197
91.5,51.72,2.09,6,188
91.5,51.72,2.09,7,122
91.5,51.72,2.09,8,228
91.5,51.72,2.09,9,247
91.5,51.72,2.09,10,155
55.0,14.54,2.8,1,190
55.0,14.54,2.8,2,160
55.0,14.54,2.8,3,135
55.0,14.54,2.8,4,148
55.0,14.54,2.8,5,198
55.0,14.54,2.8,6,181
55.0,14.54,2.8,7,123
55.0,14.54,2.8,8,225
55.0,14.54,2.8,9,239
55.0,14.54,2.8,10,156
75.2,13.63,0.97,1,238
75.2,13.63,0.97,2,197
75.2,13.63,0.97,3,166
75.2,13.63,0.97,4,176
75.2,13.63,0.97,5,241
75.2,13.63,0.97,6,222
75.2,13.63,0.97,7,154
75.2,13.63,0.97,8,275
75.2,13.63,0.97,9,291
75.2,13.63,0.97,10,191
89.6,15.41,1.78,1,242
89.6,15.41,1.78,2,203
89.6,15.41,1.78,3,169
89.6,15.41,1.78,4,175
89.6,15.41,1.78,5,254
89.6,15.41,1.78,6,229
89.6,15.41,1.78,7,157
89.6,15.41,1.78,8,278
89.6,15.41,1.78,9,305
89.6,15.41,1.78,10,201
63.2,38.09,1.46,1,184
63.2,38.09,1.46,2,157
63.2,38.09,1.46,3,137
63.2,38.09,1.46,4,139
63.2,38.09,1.46,5,195
63.2,38.09,1.46,6,179
63.2,38.09,1.46,7,121
63.2,38.09,1.46,8,218
63.2,38.09,1.46,9,234
63.2,38.09,1.46,10,149
10.2,2.71,3.49,1,144
10.2,2.71,3.49,2,126
10.2,2.71,3.49,3,105
10.2,2.71,3.49,4,112
10.2,2.71,3.49,5,149
10.2,2.71,3.49,6,142
10.2,2.71,3.49,7,94
10.2,2.71,3.49,8,174
10.2,2.71,3.49,9,177
10.2,2.71,3.49,10,117
53.7,19.94,3.27,1,179
53.7,19.94,3.27,2,154
53.7,19.94,3.27,3,129
53.7,19.94,3.27,4,136
53.7,19.94,3.27,5,190
53.7,19.94,3.27,6,173
53.7,19.94,3.27,7,115
53.7,19.94,3.27,8,213
53.7,19.94,3.27,9,221
53.7,19.94,3.27,10,147
64.1,26.57,1.64,1,196
64.1,26.57,1.64,2,164
64.1,26.57,1.64,3,139
64.1,26.57,1.64,4,146
64.1,26.57,1.64,5,212
64.1,26.57,1.64,6,192
64.1,26.57,1.64,7,132
64.1,26.57,1.64,8,237
64.1,26.57,1.64,9,244
64.1,26.57,1.64,10,162
16.9,43.78,2.18,1,128
16.9,43.78,2.18,2,113
16.9,43.78,2.18,3,96
16.9,43.78,2.18,4,90
16.9,43.78,2.18,5,128
16.9,43.78,2.18,6,128
16.9,43.78,2.18,7,83
16.9,43.78,2.18,8,146
16.9,43.78,2.18,9,162
16.9,43.78,2.18,10,103
61.7,55.54,0.0,1,177
61.7,55.54,0.0,2,149
61.7,55.54,0.0,3,122
61.7,55.54,0.0,4,134
61.7,55.54,0.0,5,186
61.7,55.54,0.0,6,171
61.7,55.54,0.0,7,117
61.7,55.54,0.0,8,209
61.7,55.54,0.0,9,220
61.7,55.54,0.0,10,149
22.3,11.59,1.57,1,165
22.3,11.59,1.57,2,142
22.3,11.59,1.57,3,122
22.3,11.59,1.57,4,123
22.3,11.59,1.57,5,176
22.3,11.59,1.57,6,164
22.3,11.59,1.57,7,107
22.3,11.59,1.57,8,196
22.3,11.59,1.57,9,203
22.3,11.59,1.57,10,140
37.5,28.73,2.05,1,162
37.5,28.73,2.05,2,143
37.5,28.73,2.05,3,114
37.5,28.73,2.05,4,118
37.5,28.73,2.05,5,175
37.5,28.73,2.05,6,160
37.5,28.73,2.05,7,109
37.5,28.73,2.05,8,196
37.5,28.73,2.05,9,201
37.5,28.73,2.05,10,138
64.2,23.45,1.06,1,205
64.2,23.45,1.06,2,174
64.2,23.45,1.06,3,146
64.2,23.45,1.06,4,153
64.2,23.45,1.06,5,214
64.2,23.45,1.06,6,200
64.2,23.45,1.06,7,139
64.2,23.45,1.06,8,241
64.2,23.45,1.06,9,259
64.2,23.45,1.06,10,169
61.6,59.54,3.26,1,143
61.6,59.54,3.26,2,126
61.6,59.54,3.26,3,106
61.6,59.54,3.26,4,107
61.6,59.54,3.26,5,153
61.6,59.54,3.26,6,140
61.6,59.54,3.26,7,95
61.6,59.54,3.26,8,174
61.6,59.54,3.26,9,183
61.6,59.54,3.26,10,123
32.0,43.47,0.47,1,152
32.0,43.47,0.47,2,125
32.0,43.47,0.47,3,115
32.0,43.47,0.47,4,110
32.0,43.47,0.47,5,163
32.0,43.47,0.47,6,152
32.0,43.47,0.47,7,101
32.0,43.47,0.47,8,177
32.0,43.47,0.47,9,194
32.0,43.47,0.47,10,125
22.4,15.22,4.05,1,141
22.4,15.22,4.05,2,117
22.4,15.22,4.05,3,109
22.4,15.22,4.05,4,107
22.4,15.22,4.05,5,152
22.4,15.22,4.05,6,137
22.4,15.22,4.05,7,98
22.4,15.22,4.05,8,172
22.4,15.22,4.05,9,176
22.4,15.22,4.05,10,124
86.8,51.78,3.56,1,179
86.8,51.78,3.56,2,152
86.8,51.78,3.56,3,124
86.8,51.78,3.56,4,126
86.8,51.78,3.56,5,183
86.8,51.78,3.56,6,167
86.8,51.78,3.56,7,115
86.8,51.78,3.56,8,212
86.8,51.78,3.56,9,218
86.8,51.78,3.56,10,141
63.8,48.68,0.81,1,178
63.8,48.68,0.81,2,156
63.8,48.68,0.81,3,133
63.8,48.68,0.81,4,132
63.8,48.68,0.81,5,185
63.8,48.68,0.81,6,171
63.8,48.68,0.81,7,120
63.8,48.68,0.81,8,215
63.8,48.68,0.81,9,226
63.8,48.68,0.81,10,145
49.8,33.31,4.88,1,151
49.8,33.31,4.88,2,125
49.8,33.31,4.88,3,104
49.8,33.31,4.88,4,116
49.8,33.31,4.88,5,159
49.8,33.31,4.88,6,143
49.8,33.31,4.88,7,96
49.8,33.31,4.88,8,177
49.8,33.31,4.88,9,191
49.8,33.31,4.88,10,120
33.8,3.48,2.78,1,174
33.8,3.48,2.78,2,151
33.8,3.48,2.78,3,132
33.8,3.48,2.78,4,137
33.8,3.48,2.78,5,189
33.8,3.48,2.78,6,167
33.8,3.48,2.78,7,114
33.8,3.48,2.78,8,203
33.8,3.48,2.78,9,217
33.8,3.48,2.78,10,148
94.1,41.34,4.3,1,184
94.1,41.34,4.3,2,163
94.1,41.34,4.3,3,139
94.1,41.34,4.3,4,138
94.1,41.34,4.3,5,194
94.1,41.34,4.3,6,187
94.1,41.34,4.3,7,122
94.1,41.34,4.3,8,220
94.1,41.34,4.3,9,234
94.1,41.34,4.3,10,152
59.2,3.97,1.09,1,219
59.2,3.97,1.09,2,188
59.2,3.97,1.09,3,158
59.2,3.97,1.09,4,169
59.2,3.97,1.09,5,230
59.2,3.97,1.09,6,212
59.2,3.97,1.09,7,149
59.2,3.97,1.09,8,263
59.2,3.97,1.09,9,278
59.2,3.97,1.09,10,186
67.8,22.05,1.81,1,211
67.8,22.05,1.81,2,178
67.8,22.05,1.81,3,153
67.8,22.05,1.81,4,155
67.8,22.05,1.81,5,220
67.8,22.05,1.81,6,198
67.8,22.05,1.81,7,139
67.8,22.05,1.81,8,248
